noise_level,model,fold,macro_f1,weighted_f1,soft_precision,soft_recall,soft_f1,soft_support,medium_precision,medium_recall,medium_f1,medium_support,hard_precision,hard_recall,hard_f1,hard_support,n_train,n_val,train_videos,val_videos,chunk_macro_f1,chunk_weighted_f1,chunk_acc,n_chunks
high,mlp,4,0.3782355127050984,0.3738953770292109,0.3282828282828283,0.6170886075949367,0.42857142857142855,316.0,0.38235294117647056,0.1897810218978102,0.25365853658536586,411.0,0.5,0.4132029339853301,0.4524765729585007,409.0,6941.0,1136.0,17.0,3.0,,,,
high,mlp,mean,0.3599251998784155,0.36273467529257725,0.36442530250218086,0.4779628905823564,0.40272836356610703,503.8,0.3410831484242777,0.27429640076910455,0.2978836548516887,584.6,0.41423289870552005,0.3635346773420708,0.37916358121745053,527.0,6461.6,1615.4,16.0,4.0,0.3781125420162179,0.37262120779769653,0.3875968992248062,129.0
high,ftt,0,0.34004533746217197,0.3483159713704726,0.4967948717948718,0.3708133971291866,0.4246575342465753,418.0,0.18088737201365188,0.15868263473053892,0.16905901116427433,334.0,0.36435643564356435,0.5139664804469274,0.4264194669756663,358.0,6967.0,1110.0,16.0,4.0,,,,
high,ftt,1,0.3661313994647328,0.36752833186706335,0.31297709923664124,0.4823529411764706,0.37962962962962965,340.0,0.4016,0.36115107913669064,0.3803030303030303,695.0,0.3963963963963964,0.2953020134228188,0.3384615384615385,447.0,6595.0,1482.0,16.0,4.0,,,,
high,ftt,2,0.37410795465802976,0.3747320172057158,0.39724454649827784,0.38063806380638066,0.3887640449438202,909.0,0.33617539585870887,0.33906633906633904,0.3376146788990826,814.0,0.38875878220140514,0.40340218712029163,0.39594514013118665,823.0,5531.0,2546.0,15.0,5.0,,,,
high,ftt,3,0.3469778440894086,0.3408873952003687,0.3430913348946136,0.5466417910447762,0.42158273381294964,536.0,0.3424317617866005,0.2062780269058296,0.2574626865671642,669.0,0.3791208791208791,0.34615384615384615,0.3618881118881119,598.0,6274.0,1803.0,16.0,4.0,,,,
high,ftt,4,0.4316864423006475,0.42974263897611387,0.3760330578512397,0.5759493670886076,0.455,316.0,0.45321637426900585,0.3771289537712895,0.4116865869853918,411.0,0.4967741935483871,0.3765281173594132,0.4283727399165508,409.0,6941.0,1136.0,17.0,3.0,,,,
high,ftt,mean,0.37178979559499814,0.3722412709239468,0.3852281820551288,0.47127911204908435,0.413926788526595,503.8,0.3428621807855934,0.2884614067221375,0.3112251987837887,584.6,0.4050813373821264,0.38707052890065946,0.3902173994746108,527.0,6461.6,1615.4,16.0,4.0,0.37800458617290295,0.3727782578922344,0.3875968992248062,129.0
high,mamba_ssm_v1,0,0.35318044700624235,0.3576015339650768,0.6201117318435754,0.26555023923444976,0.37185929648241206,418.0,0.2712765957446808,0.15269461077844312,0.19540229885057472,334.0,0.36473755047106327,0.7569832402234636,0.49227974568574023,358.0,6967.0,1110.0,16.0,4.0,,,,
high,mamba_ssm_v1,1,0.46217866651818923,0.4845069504040987,0.33248730964467005,0.38529411764705884,0.3569482288828338,340.0,0.5270092226613966,0.5755395683453237,0.5502063273727648,695.0,0.5653495440729484,0.4161073825503356,0.4793814432989691,447.0,6595.0,1482.0,16.0,4.0,,,,
high,mamba_ssm_v1,2,0.505747227937562,0.5082167509343088,0.5717514124293785,0.5566556655665567,0.5641025641025641,909.0,0.3684210526315789,0.36117936117936117,0.36476426799007444,814.0,0.574739281575898,0.6026731470230863,0.5883748517200474,823.0,5531.0,2546.0,15.0,5.0,,,,
high,mamba_ssm_v1,3,0.4870795650602751,0.4808378751594672,0.5587703435804702,0.5764925373134329,0.5674931129476584,536.0,0.4015151515151515,0.3961136023916293,0.39879608728367194,669.0,0.49830508474576274,0.4916387959866221,0.494949494949495,598.0,6274.0,1803.0,16.0,4.0,,,,
high,mamba_ssm_v1,4,0.4955661252512827,0.4935217954676535,0.549645390070922,0.49050632911392406,0.5183946488294314,316.0,0.4166666666666667,0.3771289537712895,0.3959131545338442,411.0,0.529045643153527,0.6234718826405868,0.5723905723905723,409.0,6941.0,1136.0,17.0,3.0,,,,
high,mamba_ssm_v1,mean,0.4607504063547103,0.46493698118612103,0.5265532375138033,0.4548997777750844,0.47575957024897997,503.8,0.39697773784389495,0.3725312192932093,0.381016427206186,584.6,0.5064354208038399,0.5781748896848188,0.5254752216089648,527.0,6461.6,1615.4,16.0,4.0,0.45893075574723513,0.4562186918688965,0.4573643410852713,129.0
